name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
SYMBRIA RX SERVICES LLC,350 W. SCHAUMBURG ROAD,SUITE PWD,"SCHAUMBURG, IL 60194",http://maps.google.com/maps?q=SYMBRIA%20RX%20SERVICES%20LLC%2C350%20W.%20SCHAUMBURG%20ROAD%2C+SCHAUMBURG%2C+IL+60194,IL,60194,DEA,Oct2018,"350 W. SCHAUMBURG ROAD, SUITE PWD, SCHAUMBURG, IL 60194",42.027052,-88.087958,Cook,17031,31,17,Cook,Illinois,IL,East North Central
TECHNI MED INC,340 MARSHALL AVENUE,UNIT 100,"AURORA, IL 60506",http://maps.google.com/maps?q=TECHNI%20MED%20INC%2C340%20MARSHALL%20AVENUE%2C+AURORA%2C+IL+60506,IL,60506,DEA,Oct2018,"340 MARSHALL AVENUE, UNIT 100, AURORA, IL 60506",41.7555176,-88.3283563,Kane,17089,89,17,Kane,Illinois,IL,East North Central
THIES LOMBARD PHARMACY INC,211 S MAIN ST,,"LOMBARD, IL 60148",http://maps.google.com/maps?q=THIES%20LOMBARD%20PHARMACY%20INC%2C211%20S%20MAIN%20ST%2C+LOMBARD%2C+IL+60148,IL,60148,DEA,Oct2018,"211 S MAIN ST, LOMBARD, IL 60148",41.8837402449,-88.0182138367,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
UNIVERSITY OF CHICAGO DCAM OUTPATIENT PHARMACY,5758 S. MARYLAND AVE.,MC0010,"CHICAGO, IL 60637",http://maps.google.com/maps?q=UNIVERSITY%20OF%20CHICAGO%20DCAM%20OUTPATIENT%20PHARMACY%2C5758%20S.%20MARYLAND%20AVE.%2C+CHICAGO%2C+IL+60637,IL,60637,DEA,Oct2018,"5758 S. MARYLAND AVE., MC0010, CHICAGO, IL 60637",41.790264,-87.60496,Cook,17031,31,17,Cook,Illinois,IL,East North Central
VANS PHARMACY INC,807 NAPIER AVENUE,,"SAINT JOSEPH, MI 49085",http://maps.google.com/maps?q=VANS%20PHARMACY%20INC%2C807%20NAPIER%20AVENUE%2C+SAINT%20JOSEPH%2C+MI+49085,MI,49085,DEA,Oct2018,"807 NAPIER AVENUE, SAINT JOSEPH, MI 49085",42.090824,-86.48442,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
VYTO'S PHARMACY,6949 KENNEDY AVENUE,UNIT C,"HAMMOND, IN 46323",http://maps.google.com/maps?q=VYTOS%20PHARMACY%2C6949%20KENNEDY%20AVENUE%2C+HAMMOND%2C+IN+46323,IN,46323,DEA,Oct2018,"6949 KENNEDY AVENUE, UNIT C, HAMMOND, IN 46323",41.5875,-87.46163,Lake,18089,89,18,Lake,Indiana,IN,East North Central
WALGREEN CO.,100 W VETERANS PKWY,,"YORKVILLE, IL 60560",http://maps.google.com/maps?q=WALGREEN%20CO%2C100%20W%20VETERANS%20PKWY%2C+YORKVILLE%2C+IL+60560,IL,60560,DEA,Oct2018,"100 W VETERANS PKWY, YORKVILLE, IL 60560",41.6607826,-88.4715126,Kendall,17093,93,17,Kendall,Illinois,IL,East North Central
WALGREEN CO.,1000 N ROSELLE RD,,"HOFFMAN ESTATES, IL 60169",http://maps.google.com/maps?q=WALGREEN%20CO%2C1000%20N%20ROSELLE%20RD%2C+HOFFMAN%20ESTATES%2C+IL+60169,IL,60169,DEA,Oct2018,"1000 N ROSELLE RD, HOFFMAN ESTATES, IL 60169",42.0439172,-88.0797626,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,1010 E IRELAND RD,,"SOUTH BEND, IN 46614",http://maps.google.com/maps?q=WALGREEN%20CO%2C1010%20E%20IRELAND%20RD%2C+SOUTH%20BEND%2C+IN+46614,IN,46614,DEA,Oct2018,"1010 E IRELAND RD, SOUTH BEND, IN 46614",41.6289375,-86.2376476,St. Joseph,18141,141,18,St. Joseph,Indiana,IN,East North Central
WALGREEN CO.,1028 S ELMHURST ROAD,,"MT PROSPECT, IL 60056",http://maps.google.com/maps?q=WALGREEN%20CO%2C1028%20S%20ELMHURST%20ROAD%2C+MT%20PROSPECT%2C+IL+60056,IL,60056,DEA,Oct2018,"1028 S ELMHURST ROAD, MT PROSPECT, IL 60056",42.046875,-87.94077,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,108 WILMOT RD.,,"DEERFIELD, IL 60015",http://maps.google.com/maps?q=WALGREEN%20CO%2C108%20WILMOT%20RD.%2C+DEERFIELD%2C+IL+60015,IL,60015,DEA,Oct2018,"108 WILMOT RD., DEERFIELD, IL 60015",42.154987,-87.86741,Lake,17097,97,17,Lake,Illinois,IL,East North Central
WALGREEN CO.,12000 PRINCETON DRIVE,,"HUNTLEY, IL 60142",http://maps.google.com/maps?q=WALGREEN%20CO%2C12000%20PRINCETON%20DRIVE%2C+HUNTLEY%2C+IL+60142,IL,60142,DEA,Oct2018,"12000 PRINCETON DRIVE, HUNTLEY, IL 60142",42.1495695,-88.4345545,Kane,17089,89,17,Kane,Illinois,IL,East North Central
WALGREEN CO.,1221 N LAKE STREET,,"AURORA, IL 60506",http://maps.google.com/maps?q=WALGREEN%20CO%2C1221%20N%20LAKE%20STREET%2C+AURORA%2C+IL+60506,IL,60506,DEA,Oct2018,"1221 N LAKE STREET, AURORA, IL 60506",41.782185,-88.317665,Kane,17089,89,17,Kane,Illinois,IL,East North Central
WALGREEN CO.,1260 HILLTOP RD,,"SAINT JOSEPH, MI 49085",http://maps.google.com/maps?q=WALGREEN%20CO%2C1260%20HILLTOP%20RD%2C+SAINT%20JOSEPH%2C+MI+49085,MI,49085,DEA,Oct2018,"1260 HILLTOP RD, SAINT JOSEPH, MI 49085",42.07987,-86.4855,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
WALGREEN CO.,1300 WABASH AVE,,"TERRE HAUTE, IN 47807",http://maps.google.com/maps?q=WALGREEN%20CO%2C1300%20WABASH%20AVE%2C+TERRE%20HAUTE%2C+IN+47807,IN,47807,DEA,Oct2018,"1300 WABASH AVE, TERRE HAUTE, IN 47807",39.46779,-87.39761,Vigo,18167,167,18,Vigo,Indiana,IN,East North Central
WALGREEN CO.,1400 CASSOPOLIS ST,,"ELKHART, IN 46514",http://maps.google.com/maps?q=WALGREEN%20CO%2C1400%20CASSOPOLIS%20ST%2C+ELKHART%2C+IN+46514,IN,46514,DEA,Oct2018,"1400 CASSOPOLIS ST, ELKHART, IN 46514",41.701376,-85.971762,Elkhart,18039,39,18,Elkhart,Indiana,IN,East North Central
WALGREEN CO.,1403 WAUKEGAN RD,,"GLENVIEW, IL 60025",http://maps.google.com/maps?q=WALGREEN%20CO%2C1403%20WAUKEGAN%20RD%2C+GLENVIEW%2C+IL+60025,IL,60025,DEA,Oct2018,"1403 WAUKEGAN RD, GLENVIEW, IL 60025",42.0817308,-87.7983904,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,14680 S LA GRANGE ROAD,,"ORLAND PARK, IL 60462",http://maps.google.com/maps?q=WALGREEN%20CO%2C14680%20S%20LA%20GRANGE%20ROAD%2C+ORLAND%20PARK%2C+IL+60462,IL,60462,DEA,Oct2018,"14680 S LA GRANGE ROAD, ORLAND PARK, IL 60462",41.62247,-87.85366,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,151 N. STATE ST.,,"CHICAGO, IL 60601",http://maps.google.com/maps?q=WALGREEN%20CO%2C151%20N.%20STATE%20ST.%2C+CHICAGO%2C+IL+60601,IL,60601,DEA,Oct2018,"151 N. STATE ST., CHICAGO, IL 60601",41.8848484,-87.6276109,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,1700 LARKIN AVE,,"ELGIN, IL 60123",http://maps.google.com/maps?q=WALGREEN%20CO%2C1700%20LARKIN%20AVE%2C+ELGIN%2C+IL+60123,IL,60123,DEA,Oct2018,"1700 LARKIN AVE, ELGIN, IL 60123",42.033554,-88.32036,Kane,17089,89,17,Kane,Illinois,IL,East North Central
WALGREEN CO.,1903 CALUMET AVE.,,"VALPARAISO, IN 46383",http://maps.google.com/maps?q=WALGREEN%20CO%2C1903%20CALUMET%20AVE.%2C+VALPARAISO%2C+IN+46383,IN,46383,DEA,Oct2018,"1903 CALUMET AVE., VALPARAISO, IN 46383",41.476319,-87.056585,Porter,18127,127,18,Porter,Indiana,IN,East North Central
WALGREEN CO.,2001 N MILWAUKEE AVE,,"CHICAGO, IL 60647",http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20N%20MILWAUKEE%20AVE%2C+CHICAGO%2C+IL+60647,IL,60647,DEA,Oct2018,"2001 N MILWAUKEE AVE, CHICAGO, IL 60647",41.917595,-87.688614,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,226 N. HALLECK STREET,,"DEMOTTE, IN 46310",http://maps.google.com/maps?q=WALGREEN%20CO%2C226%20N.%20HALLECK%20STREET%2C+DEMOTTE%2C+IN+46310,IN,46310,DEA,Oct2018,"226 N. HALLECK STREET, DEMOTTE, IN 46310",41.2033544186,-87.1988891631,Jasper,18073,73,18,Jasper,Indiana,IN,East North Central
WALGREEN CO.,2500 GRANT ST,,"GARY, IN 46404",http://maps.google.com/maps?q=WALGREEN%20CO%2C2500%20GRANT%20ST%2C+GARY%2C+IN+46404,IN,46404,DEA,Oct2018,"2500 GRANT ST, GARY, IN 46404",41.57314,-87.35619,Lake,18089,89,18,Lake,Indiana,IN,East North Central
WALGREEN CO.,305 SOUTH EASTWOOD DR,,"WOODSTOCK, IL 60098",http://maps.google.com/maps?q=WALGREEN%20CO%2C305%20SOUTH%20EASTWOOD%20DR%2C+WOODSTOCK%2C+IL+60098,IL,60098,DEA,Oct2018,"305 SOUTH EASTWOOD DR, WOODSTOCK, IL 60098",42.3138127191,-88.4355559588,McHenry,17111,111,17,McHenry,Illinois,IL,East North Central
WALGREEN CO.,324 ROOSEVELT ROAD,,"GLEN ELLYN, IL 60137",http://maps.google.com/maps?q=WALGREEN%20CO%2C324%20ROOSEVELT%20ROAD%2C+GLEN%20ELLYN%2C+IL+60137,IL,60137,DEA,Oct2018,"324 ROOSEVELT ROAD, GLEN ELLYN, IL 60137",41.859272,-88.0761,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
WALGREEN CO.,3351 W MAIN STREET,,"ST CHARLES, IL 60175",http://maps.google.com/maps?q=WALGREEN%20CO%2C3351%20W%20MAIN%20STREET%2C+ST%20CHARLES%2C+IL+60175,IL,60175,DEA,Oct2018,"3351 W MAIN STREET, ST CHARLES, IL 60175",41.913568,-88.314294,Kane,17089,89,17,Kane,Illinois,IL,East North Central
WALGREEN CO.,3405 S KING DR,,"CHICAGO, IL 60616",http://maps.google.com/maps?q=WALGREEN%20CO%2C3405%20S%20KING%20DR%2C+CHICAGO%2C+IL+60616,IL,60616,DEA,Oct2018,"3405 S KING DR, CHICAGO, IL 60616",41.83255,-87.61697,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,3945 DEMPSTER ST,,"SKOKIE, IL 60076",http://maps.google.com/maps?q=WALGREEN%20CO%2C3945%20DEMPSTER%20ST%2C+SKOKIE%2C+IL+60076,IL,60076,DEA,Oct2018,"3945 DEMPSTER ST, SKOKIE, IL 60076",42.040768,-87.72688,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,4010 W LAWRENCE AVE,,"CHICAGO, IL 60630",http://maps.google.com/maps?q=WALGREEN%20CO%2C4010%20W%20LAWRENCE%20AVE%2C+CHICAGO%2C+IL+60630,IL,60630,DEA,Oct2018,"4010 W LAWRENCE AVE, CHICAGO, IL 60630",41.96825,-87.72852,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,4800 W CERMAK RD,,"CICERO, IL 60804",http://maps.google.com/maps?q=WALGREEN%20CO%2C4800%20W%20CERMAK%20RD%2C+CICERO%2C+IL+60804,IL,60804,DEA,Oct2018,"4800 W CERMAK RD, CICERO, IL 60804",41.8515918,-87.7467652,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,4820 N CUMBERLAND AVE,,"NORRIDGE, IL 60706",http://maps.google.com/maps?q=WALGREEN%20CO%2C4820%20N%20CUMBERLAND%20AVE%2C+NORRIDGE%2C+IL+60706,IL,60706,DEA,Oct2018,"4820 N CUMBERLAND AVE, NORRIDGE, IL 60706",41.9675646,-87.8370747895,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,501 N CONVENT ST,,"BOURBONNAIS, IL 60914",http://maps.google.com/maps?q=WALGREEN%20CO%2C501%20N%20CONVENT%20ST%2C+BOURBONNAIS%2C+IL+60914,IL,60914,DEA,Oct2018,"501 N CONVENT ST, BOURBONNAIS, IL 60914",41.164156,-87.875433,Kankakee,17091,91,17,Kankakee,Illinois,IL,East North Central
WALGREEN CO.,522 TORRENCE AVE,,"CALUMET CITY, IL 60409",http://maps.google.com/maps?q=WALGREEN%20CO%2C522%20TORRENCE%20AVE%2C+CALUMET%20CITY%2C+IL+60409,IL,60409,DEA,Oct2018,"522 TORRENCE AVE, CALUMET CITY, IL 60409",41.6214709,-87.5594857,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,6001 CENTRAL AVE,,"PORTAGE, IN 46368",http://maps.google.com/maps?q=WALGREEN%20CO%2C6001%20CENTRAL%20AVE%2C+PORTAGE%2C+IN+46368,IN,46368,DEA,Oct2018,"6001 CENTRAL AVE, PORTAGE, IN 46368",41.57581,-87.18292,Porter,18127,127,18,Porter,Indiana,IN,East North Central
WALGREEN CO.,6016 W 63RD STREET,,"CHICAGO, IL 60638",http://maps.google.com/maps?q=WALGREEN%20CO%2C6016%20W%2063RD%20STREET%2C+CHICAGO%2C+IL+60638,IL,60638,DEA,Oct2018,"6016 W 63RD STREET, CHICAGO, IL 60638",41.777863,-87.77219,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,651 W. US HWY 30,,"SCHERERVILLE, IN 46375",http://maps.google.com/maps?q=WALGREEN%20CO%2C651%20W.%20US%20HWY%2030%2C+SCHERERVILLE%2C+IN+46375,IN,46375,DEA,Oct2018,"651 W. US HWY 30, SCHERERVILLE, IN 46375",41.4899108,-87.4678337,Lake,18089,89,18,Lake,Indiana,IN,East North Central
WALGREEN CO.,7109 S JEFFERY BLVD,,"CHICAGO, IL 60649",http://maps.google.com/maps?q=WALGREEN%20CO%2C7109%20S%20JEFFERY%20BLVD%2C+CHICAGO%2C+IL+60649,IL,60649,DEA,Oct2018,"7109 S JEFFERY BLVD, CHICAGO, IL 60649",41.765152,-87.57627,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,7113 CERMAK RD,,"BERWYN, IL 60402",http://maps.google.com/maps?q=WALGREEN%20CO%2C7113%20CERMAK%20RD%2C+BERWYN%2C+IL+60402,IL,60402,DEA,Oct2018,"7113 CERMAK RD, BERWYN, IL 60402",41.85044,-87.80179,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,7200 W. NORTH AVE.,,"ELMWOOD PARK, IL 60707",http://maps.google.com/maps?q=WALGREEN%20CO%2C7200%20W.%20NORTH%20AVE.%2C+ELMWOOD%20PARK%2C+IL+60707,IL,60707,DEA,Oct2018,"7200 W. NORTH AVE., ELMWOOD PARK, IL 60707",41.90898,-87.807133,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,8628 S COTTAGE GROVE AVE,,"CHICAGO, IL 60619",http://maps.google.com/maps?q=WALGREEN%20CO%2C8628%20S%20COTTAGE%20GROVE%20AVE%2C+CHICAGO%2C+IL+60619,IL,60619,DEA,Oct2018,"8628 S COTTAGE GROVE AVE, CHICAGO, IL 60619",41.737194,-87.60486,Cook,17031,31,17,Cook,Illinois,IL,East North Central
WALGREEN CO.,907 SOUTH 11TH ST,,"NILES, MI 49120",http://maps.google.com/maps?q=WALGREEN%20CO%2C907%20SOUTH%2011TH%20ST%2C+NILES%2C+MI+49120,MI,49120,DEA,Oct2018,"907 SOUTH 11TH ST, NILES, MI 49120",41.8191757,-86.2464567,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",7501 GRAND AVE.,,"GURNEE, IL 60031",http://maps.google.com/maps?q=BOND%20DRUG%20COMPANY%20OF%20ILLINOIS%20LLC%2C7501%20GRAND%20AVE.%2C+GURNEE%2C+IL+60031,IL,60031,DEA,Oct2018,"7501 GRAND AVE., GURNEE, IL 60031",42.3852049,-87.9863213,Lake,17097,97,17,Lake,Illinois,IL,East North Central
GOOD SAMARITAN HOSPITAL,520 S 7TH ST,,"VINCENNES, IN 47591",http://maps.google.com/maps?q=GOOD%20SAMARITAN%20HOSPITAL%2C520%20S%207TH%20ST%2C+VINCENNES%2C+IN+47591,IN,47591,DEA,Oct2018,"520 S 7TH ST, VINCENNES, IN 47591",38.67397,-87.53217,Knox,18083,83,18,Knox,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1500 HART ST.,,"VINCENNES, IN 47591",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1500%20HART%20ST.%2C+VINCENNES%2C+IN+47591,IN,47591,DEA,Oct2018,"1500 HART ST., VINCENNES, IN 47591",38.671714,-87.517292,Knox,18083,83,18,Knox,Indiana,IN,East North Central
WALGREEN CO.,505 COLLEGE AVENUE,,"VINCENNES, IN 47591",http://maps.google.com/maps?q=WALGREEN%20CO%2C505%20COLLEGE%20AVENUE%2C+VINCENNES%2C+IN+47591,IN,47591,DEA,Oct2018,"505 COLLEGE AVENUE, VINCENNES, IN 47591",38.6819955125,-87.5205304149,Knox,18083,83,18,Knox,Indiana,IN,East North Central
"HIGHLAND PARK CVS, L.L.C.",207 W. JORDAN ST,,"NEWTON, IL 62448",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C207%20W.%20JORDAN%20ST%2C+NEWTON%2C+IL+62448,IL,62448,DEA,Oct2018,"207 W. JORDAN ST, NEWTON, IL 62448",38.99093,-88.16278,Jasper,17079,79,17,Jasper,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",501 W. LINCOLN AVE,,"CHARLESTON, IL 61920",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C501%20W.%20LINCOLN%20AVE%2C+CHARLESTON%2C+IL+61920,IL,61920,DEA,Oct2018,"501 W. LINCOLN AVE, CHARLESTON, IL 61920",39.4850604,-88.1893231,Coles,17029,29,17,Coles,Illinois,IL,East North Central
LADONNA POEHLER LLC,600 W JOURDAN ST,,"NEWTON, IL 62448",http://maps.google.com/maps?q=LADONNA%20POEHLER%20LLC%2C600%20W%20JOURDAN%20ST%2C+NEWTON%2C+IL+62448,IL,62448,DEA,Oct2018,"600 W JOURDAN ST, NEWTON, IL 62448",38.99085,-88.16793,Jasper,17079,79,17,Jasper,Illinois,IL,East North Central
POEHLER'S PHARMACY LLC,203 S MAIN ST SUITE A,,"DIETERICH, IL 62424",http://maps.google.com/maps?q=POEHLERS%20PHARMACY%20LLC%2C203%20S%20MAIN%20ST%20SUITE%20A%2C+DIETERICH%2C+IL+62424,IL,62424,DEA,Oct2018,"203 S MAIN ST SUITE A, DIETERICH, IL 62424",39.058984,-88.380433,Effingham,17049,49,17,Effingham,Illinois,IL,East North Central
ADVANCED SPECIALTY RX LLC,4800 S. SAGINAW ST.,SUITE 1675,"FLINT, MI 48507",http://maps.google.com/maps?q=ADVANCED%20SPECIALTY%20RX%20LLC%2C4800%20S.%20SAGINAW%20ST.%2C+FLINT%2C+MI+48507,MI,48507,DEA,Oct2018,"4800 S. SAGINAW ST., SUITE 1675, FLINT, MI 48507",42.9825361,-83.6760117,Genesee,26049,49,26,Genesee,Michigan,MI,East North Central
ALPHARM CORPORATION,DBA NORTHLAND MEDICAL BLDG.,20905 GREENFIELD ROAD,"SOUTHFIELD, MI 48075",http://maps.google.com/maps?q=ALPHARM%20CORPORATION%2CDBA%20NORTHLAND%20MEDICAL%20BLDG.%2C+SOUTHFIELD%2C+MI+48075,MI,48075,DEA,Oct2018,"DBA NORTHLAND MEDICAL BLDG., 20905 GREENFIELD ROAD, SOUTHFIELD, MI 48075",42.46,-83.21,Oakland,26125,125,26,Oakland,Michigan,MI,East North Central
ASCENSION MICHIGAN PHARMACY,17900 23 MILE RD,STE 104,"MACOMB, MI 48044",http://maps.google.com/maps?q=ASCENSION%20MICHIGAN%20PHARMACY%2C17900%2023%20MILE%20RD%2C+MACOMB%2C+MI+48044,MI,48044,DEA,Oct2018,"17900 23 MILE RD, STE 104, MACOMB, MI 48044",42.6701812,-82.9446287,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
ASCENSION MICHIGAN PHARMACY,26850 PROVIDENCE PKWY,STE 100,"NOVI, MI 48374",http://maps.google.com/maps?q=ASCENSION%20MICHIGAN%20PHARMACY%2C26850%20PROVIDENCE%20PKWY%2C+NOVI%2C+MI+48374,MI,48374,DEA,Oct2018,"26850 PROVIDENCE PKWY, STE 100, NOVI, MI 48374",42.4866575,-83.5220311,Oakland,26125,125,26,Oakland,Michigan,MI,East North Central
BENZER PHARMACY,28577 SCHOENHERR RD,,"WARREN, MI 48088",http://maps.google.com/maps?q=BENZER%20PHARMACY%2C28577%20SCHOENHERR%20RD%2C+WARREN%2C+MI+48088,MI,48088,DEA,Oct2018,"28577 SCHOENHERR RD, WARREN, MI 48088",42.504436,-82.9873,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
BENZER PHARMACY,G3333 BEECHER RD,SUITE B,"FLINT, MI 48532",http://maps.google.com/maps?q=BENZER%20PHARMACY%2CG3333%20BEECHER%20RD%2C+FLINT%2C+MI+48532,MI,48532,DEA,Oct2018,"G3333 BEECHER RD, SUITE B, FLINT, MI 48532",43.0157605,-83.7438387,Genesee,26049,49,26,Genesee,Michigan,MI,East North Central
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",1713 W. SPRINGFIELD,,"CHAMPAIGN, IL 61821",http://maps.google.com/maps?q=BOND%20DRUG%20COMPANY%20OF%20ILLINOIS%20LLC%2C1713%20W.%20SPRINGFIELD%2C+CHAMPAIGN%2C+IL+61821,IL,61821,DEA,Oct2018,"1713 W. SPRINGFIELD, CHAMPAIGN, IL 61821",40.112812,-88.27487,Champaign,17019,19,17,Champaign,Illinois,IL,East North Central
BROAD STREET PHARMACY,1115 W BROAD STREET,,"CHESANING, MI 48616",http://maps.google.com/maps?q=BROAD%20STREET%20PHARMACY%2C1115%20W%20BROAD%20STREET%2C+CHESANING%2C+MI+48616,MI,48616,DEA,Oct2018,"1115 W BROAD STREET, CHESANING, MI 48616",43.18614,-84.12741,Saginaw,26145,145,26,Saginaw,Michigan,MI,East North Central
"CARECENTER PHARMACY, L.L.C.","800 CHRYSLER DR., STE W2001",,"AUBURN HILLS, MI 48326",http://maps.google.com/maps?q=CARECENTER%20PHARMACY%20LLC%2C800%20CHRYSLER%20DR.%2C%20STE%20W2001%2C+AUBURN%20HILLS%2C+MI+48326,MI,48326,DEA,Oct2018,"800 CHRYSLER DR., STE W2001, AUBURN HILLS, MI 48326",42.651524,-83.22461,Oakland,26125,125,26,Oakland,Michigan,MI,East North Central
"CENTRAL PHARMACY-EAST, LLC",3097 N. GENESEE RD,,"FLINT, MI 48506",http://maps.google.com/maps?q=CENTRAL%20PHARMACYEAST%20LLC%2C3097%20N.%20GENESEE%20RD%2C+FLINT%2C+MI+48506,MI,48506,DEA,Oct2018,"3097 N. GENESEE RD, FLINT, MI 48506",43.0504035,-83.616972,Genesee,26049,49,26,Genesee,Michigan,MI,East North Central
DISCOUNT RX,4400 S. SAGINAW ST,SUITE 1335,"FLINT, MI 48507",http://maps.google.com/maps?q=DISCOUNT%20RX%2C4400%20S.%20SAGINAW%20ST%2C+FLINT%2C+MI+48507,MI,48507,DEA,Oct2018,"4400 S. SAGINAW ST, SUITE 1335, FLINT, MI 48507",42.9838802,-83.6771475,Genesee,26049,49,26,Genesee,Michigan,MI,East North Central
FAIRWAY DRUGS INC,19332 E TEN MILE,,"EASTPOINTE, MI 48021",http://maps.google.com/maps?q=FAIRWAY%20DRUGS%20INC%2C19332%20E%20TEN%20MILE%2C+EASTPOINTE%2C+MI+48021,MI,48021,DEA,Oct2018,"19332 E TEN MILE, EASTPOINTE, MI 48021",42.480373,-82.919914,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
FOWLERVILLE PHARMACY,119 E GRAND RIVER AVE,P.O. BOX 337,"FOWLERVILLE, MI 48836",http://maps.google.com/maps?q=FOWLERVILLE%20PHARMACY%2C119%20E%20GRAND%20RIVER%20AVE%2C+FOWLERVILLE%2C+MI+48836,MI,48836,DEA,Oct2018,"119 E GRAND RIVER AVE, P.O. BOX 337, FOWLERVILLE, MI 48836",42.6608397,-84.0727016,Livingston,26093,93,26,Livingston,Michigan,MI,East North Central
H F MEDICAL CENTER PHARMACY,14500 HALL ROAD,,"STERLING HEIGHTS, MI 48313",http://maps.google.com/maps?q=H%20F%20MEDICAL%20CENTER%20PHARMACY%2C14500%20HALL%20ROAD%2C+STERLING%20HEIGHTS%2C+MI+48313,MI,48313,DEA,Oct2018,"14500 HALL ROAD, STERLING HEIGHTS, MI 48313",42.6257579,-83.0099806,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
HARBOR BEACH COMM HOSP INC,210 S 1ST ST,,"HARBOR BEACH, MI 48441",http://maps.google.com/maps?q=HARBOR%20BEACH%20COMM%20HOSP%20INC%2C210%20S%201ST%20ST%2C+HARBOR%20BEACH%2C+MI+48441,MI,48441,DEA,Oct2018,"210 S 1ST ST, HARBOR BEACH, MI 48441",43.84263,-82.65256,Huron,26063,63,26,Huron,Michigan,MI,East North Central
HARBOR DRUG INC,DBA: HARBOR DRUG,114 S. HURON AVENUE,"HARBOR BEACH, MI 48441",http://maps.google.com/maps?q=HARBOR%20DRUG%20INC%2CDBA%3A%20HARBOR%20DRUG%2C+HARBOR%20BEACH%2C+MI+48441,MI,48441,DEA,Oct2018,"DBA: HARBOR DRUG, 114 S. HURON AVENUE, HARBOR BEACH, MI 48441",43.844049,-82.65138,Huron,26063,63,26,Huron,Michigan,MI,East North Central
HENRY FORD HOSP W,6777 WEST MAPLE RD,,"WEST BLOOMFIELD, MI 48322",http://maps.google.com/maps?q=HENRY%20FORD%20HOSP%20W%2C6777%20WEST%20MAPLE%20RD%2C+WEST%20BLOOMFIELD%2C+MI+48322,MI,48322,DEA,Oct2018,"6777 WEST MAPLE RD, WEST BLOOMFIELD, MI 48322",42.541668,-83.40452,Oakland,26125,125,26,Oakland,Michigan,MI,East North Central
HENRY FORD MACOMB,16151 19 MILE ROAD,,"CLINTON TOWNSHIP, MI 48038",http://maps.google.com/maps?q=HENRY%20FORD%20MACOMB%2C16151%2019%20MILE%20ROAD%2C+CLINTON%20TOWNSHIP%2C+MI+48038,MI,48038,DEA,Oct2018,"16151 19 MILE ROAD, CLINTON TOWNSHIP, MI 48038",42.612804,-82.95877,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
HENRY FORD MACOMB AMBULATORY PHARMACY #2,30795 23 MILE ROAD,,"CHESTERFIELD TOWNSHIP, MI 48047",http://maps.google.com/maps?q=HENRY%20FORD%20MACOMB%20AMBULATORY%20PHARMACY%2C30795%2023%20MILE%20ROAD%2C+CHESTERFIELD%20TOWNSHIP%2C+MI+48047,MI,48047,DEA,Oct2018,"30795 23 MILE ROAD, CHESTERFIELD TOWNSHIP, MI 48047",42.67476,-82.80099,Macomb,26099,99,26,Macomb,Michigan,MI,East North Central
